World_ID,Heuristic,Success,Collided,Timeout,Time_Taken(s),Nav_Metric
36,new,True,False,False,9.6220,0.5000
36,new,True,False,False,9.5150,0.5000
39,new,True,False,False,9.8990,0.5000
39,new,True,False,False,10.1940,0.5000
39,new,True,False,False,10.0250,0.5000
39,new,True,False,False,9.9860,0.5000
39,new,True,False,False,10.0340,0.5000
42,new,True,False,False,7.7220,0.5000
42,new,True,False,False,6.2880,0.5000
42,new,True,False,False,8.6790,0.5000
42,new,True,False,False,8.4690,0.5000
42,new,True,False,False,7.8470,0.5000
45,new,True,False,False,9.1010,0.5000
45,new,True,False,False,9.1640,0.5000
45,new,True,False,False,9.4670,0.5000
45,new,True,False,False,8.9010,0.5000
45,new,True,False,False,8.9920,0.5000
48,new,False,True,False,27.1270,0.0000
48,new,True,False,False,30.8690,0.1849
48,new,True,False,False,24.3180,0.2346
48,new,False,True,False,18.1860,0.0000
48,new,True,False,False,44.7130,0.1276
51,new,True,False,False,10.6420,0.5000
51,new,True,False,False,10.8510,0.5000
51,new,True,False,False,10.6340,0.5000
51,new,True,False,False,10.7480,0.5000
51,new,True,False,False,10.6810,0.5000
54,new,True,False,False,8.7520,0.5000
54,new,True,False,False,7.9470,0.5000
54,new,True,False,False,7.9500,0.5000
54,new,True,False,False,7.9360,0.5000
54,new,True,False,False,7.8600,0.5000
57,new,True,False,False,12.8120,0.4170
57,new,True,False,False,10.8080,0.4943
57,new,True,False,False,12.8210,0.4167
57,new,True,False,False,12.6710,0.4216
57,new,True,False,False,13.5620,0.3939
60,new,True,False,False,8.9000,0.5000
60,new,True,False,False,8.9100,0.5000
60,new,True,False,False,9.3460,0.5000
60,new,True,False,False,9.0110,0.5000
60,new,True,False,False,8.9140,0.5000
63,new,True,False,False,10.8550,0.4873
63,new,True,False,False,10.9160,0.4846
63,new,True,False,False,11.1400,0.4748
63,new,True,False,False,10.8350,0.4882
63,new,True,False,False,11.1670,0.4737
66,new,True,False,False,12.5350,0.4292
66,new,True,False,False,14.3600,0.3747
66,new,True,False,False,12.8070,0.4201
66,new,True,False,False,12.4300,0.4329
66,new,True,False,False,12.6460,0.4255
69,new,True,False,False,10.9100,0.5000
69,new,True,False,False,11.1930,0.5000
69,new,True,False,False,11.1130,0.5000
69,new,True,False,False,11.0060,0.5000
69,new,True,False,False,10.9340,0.5000
72,new,True,False,False,8.6400,0.5000
72,new,True,False,False,8.2580,0.5000
72,new,True,False,False,8.6620,0.5000
72,new,True,False,False,8.7510,0.5000
72,new,True,False,False,8.7480,0.5000
75,new,True,False,False,7.9400,0.5000
75,new,True,False,False,7.7720,0.5000
75,new,True,False,False,8.0770,0.5000
75,new,True,False,False,7.7620,0.5000
75,new,True,False,False,8.1450,0.5000
78,new,True,False,False,53.8850,0.1250
78,new,True,False,False,24.4470,0.2695
78,new,False,True,False,13.6740,0.0000
78,new,True,False,False,24.7620,0.2661
78,new,False,True,False,27.7540,0.0000
81,new,True,False,False,11.0240,0.4801
81,new,True,False,False,11.2620,0.4699
81,new,True,False,False,11.1440,0.4749
81,new,True,False,False,11.1160,0.4761
81,new,True,False,False,11.1480,0.4747
84,new,True,False,False,10.7400,0.5000
84,new,True,False,False,10.7430,0.5000
84,new,True,False,False,10.8700,0.5000
84,new,True,False,False,10.6480,0.5000
84,new,True,False,False,10.6460,0.5000
87,new,True,False,False,9.5250,0.5000
87,new,True,False,False,9.6060,0.5000
87,new,True,False,False,9.5960,0.5000
87,new,True,False,False,9.3290,0.5000
87,new,True,False,False,8.8690,0.5000
90,new,True,False,False,12.4870,0.4514
90,new,True,False,False,12.7040,0.4436
90,new,True,False,False,9.9080,0.5000
90,new,True,False,False,12.4260,0.4536
90,new,True,False,False,12.4700,0.4520
93,new,True,False,False,6.3930,0.5000
93,new,True,False,False,4.7600,0.5000
93,new,True,False,False,6.3940,0.5000
93,new,True,False,False,7.3530,0.5000
93,new,True,False,False,4.8600,0.5000
96,new,True,False,False,10.7530,0.5000
96,new,True,False,False,10.6620,0.5000
96,new,True,False,False,10.5470,0.5000
96,new,True,False,False,10.6160,0.5000
96,new,True,False,False,10.5910,0.5000
99,new,True,False,False,36.5590,0.1565
99,new,True,False,False,15.1600,0.3774
99,new,True,False,False,14.9890,0.3817
99,new,True,False,False,15.1660,0.3772
99,new,False,True,False,3.9890,0.0000
102,new,True,False,False,12.1020,0.4347
102,new,True,False,False,11.8600,0.4435
102,new,True,False,False,12.3570,0.4257
102,new,True,False,False,12.0400,0.4369
102,new,True,False,False,12.2520,0.4293
105,new,False,True,False,15.1390,0.0000
105,new,False,True,False,12.0590,0.0000
105,new,True,False,False,16.8550,0.3339
105,new,True,False,False,13.6160,0.4134
105,new,True,False,False,13.8130,0.4075
108,new,True,False,False,9.2950,0.5000
108,new,True,False,False,9.2460,0.5000
108,new,True,False,False,9.2620,0.5000
108,new,True,False,False,9.1240,0.5000
108,new,True,False,False,9.2318,0.5000
111,new,False,True,False,15.9910,0.0000
111,new,True,False,False,48.3330,0.1397
111,new,True,False,False,77.2040,0.1250
111,new,True,False,False,64.9650,0.1250
111,new,False,False,True,100.0290,0.0000
114,new,True,False,False,21.4490,0.2896
114,new,True,False,False,13.9340,0.4458
114,new,True,False,False,14.0750,0.4414
114,new,True,False,False,13.5610,0.4581
114,new,True,False,False,14.3030,0.4343
117,new,True,False,False,22.8790,0.2606
117,new,True,False,False,16.7300,0.3563
117,new,True,False,False,16.3210,0.3653
117,new,True,False,False,16.4490,0.3624
117,new,True,False,False,17.5070,0.3405
120,new,True,False,False,29.3710,0.1988
120,new,True,False,False,41.3950,0.1411
120,new,True,False,False,28.3730,0.2058
120,new,False,True,False,14.9930,0.0000
120,new,False,True,False,17.0130,0.0000
123,new,True,False,False,13.1130,0.4325
123,new,True,False,False,13.0190,0.4357
123,new,True,False,False,12.8930,0.4399
123,new,True,False,False,12.8890,0.4401
123,new,False,True,False,13.4120,0.0000
126,new,True,False,False,12.0470,0.4634
126,new,True,False,False,12.3430,0.4523
126,new,True,False,False,12.2340,0.4564
126,new,True,False,False,12.0680,0.4626
126,new,True,False,False,12.2280,0.4566
129,new,True,False,False,9.7520,0.5000
129,new,True,False,False,13.1300,0.4358
129,new,True,False,False,9.8380,0.5000
129,new,True,False,False,10.1890,0.5000
129,new,True,False,False,12.8650,0.4447
132,new,True,False,False,14.4710,0.3834
132,new,True,False,False,14.4500,0.3839
132,new,True,False,False,14.6990,0.3774
132,new,True,False,False,14.7980,0.3749
132,new,True,False,False,14.3650,0.3862
135,new,True,False,False,8.4790,0.5000
135,new,True,False,False,12.6370,0.4188
135,new,True,False,False,8.5450,0.5000
135,new,True,False,False,8.3000,0.5000
135,new,True,False,False,8.5730,0.5000
138,new,True,False,False,15.8510,0.4304
138,new,True,False,False,20.0630,0.3401
138,new,True,False,False,14.9540,0.4562
138,new,True,False,False,15.4900,0.4404
138,new,True,False,False,15.8550,0.4303
141,new,True,False,False,9.6110,0.5000
141,new,True,False,False,9.7310,0.5000
141,new,True,False,False,9.5910,0.5000
141,new,True,False,False,9.6355,0.5000
141,new,True,False,False,9.6090,0.5000
144,new,True,False,False,10.8560,0.5000
144,new,True,False,False,11.0820,0.4932
144,new,True,False,False,10.8850,0.5000
144,new,True,False,False,11.0310,0.4955
144,new,True,False,False,10.8570,0.5000
147,new,True,False,False,9.3150,0.5000
147,new,True,False,False,9.6050,0.5000
147,new,True,False,False,9.4360,0.5000
147,new,True,False,False,9.1050,0.5000
147,new,True,False,False,9.5070,0.5000
150,new,False,True,False,12.0940,0.0000
150,new,True,False,False,21.4900,0.2518
150,new,True,False,False,23.0630,0.2346
150,new,True,False,False,21.8690,0.2474
150,new,True,False,False,22.1730,0.2440
153,new,True,False,False,10.6660,0.5000
153,new,True,False,False,11.5920,0.5000
153,new,True,False,False,10.4520,0.5000
153,new,True,False,False,10.7500,0.5000
153,new,True,False,False,10.6380,0.5000
156,new,True,False,False,9.4660,0.5000
156,new,True,False,False,9.9010,0.5000
156,new,True,False,False,9.3630,0.5000
156,new,True,False,False,9.6000,0.5000
156,new,True,False,False,9.3900,0.5000
159,new,True,False,False,9.2970,0.5000
159,new,True,False,False,9.3050,0.5000
159,new,True,False,False,9.2300,0.5000
159,new,True,False,False,9.5460,0.5000
159,new,True,False,False,9.1290,0.5000
162,new,True,False,False,19.6770,0.2747
162,new,False,True,False,10.0920,0.0000
162,new,True,False,False,17.2620,0.3131
162,new,True,False,False,20.2270,0.2672
162,new,True,False,False,19.2370,0.2810
165,new,True,False,False,11.6100,0.4794
165,new,True,False,False,11.5150,0.4834
165,new,True,False,False,11.7220,0.4748
165,new,True,False,False,11.6090,0.4795
165,new,True,False,False,11.6210,0.4790
168,new,True,False,False,15.3320,0.3903
168,new,True,False,False,16.1310,0.3710
168,new,True,False,False,15.6200,0.3831
168,new,True,False,False,17.0220,0.3516
168,new,True,False,False,15.4950,0.3862
171,new,True,False,False,13.0490,0.4321
171,new,True,False,False,13.0940,0.4306
171,new,True,False,False,13.0270,0.4328
171,new,True,False,False,12.7150,0.4435
171,new,True,False,False,13.0360,0.4325
174,new,True,False,False,12.1270,0.4482
174,new,True,False,False,11.8160,0.4600
174,new,True,False,False,12.0350,0.4516
174,new,True,False,False,11.8290,0.4595
174,new,True,False,False,11.9130,0.4562
177,new,True,False,False,12.4490,0.5000
177,new,True,False,False,11.8490,0.5000
177,new,True,False,False,11.9840,0.5000
177,new,True,False,False,11.9810,0.5000
177,new,True,False,False,11.8460,0.5000
180,new,True,False,False,12.4650,0.4600
180,new,True,False,False,12.4670,0.4599
180,new,True,False,False,12.4750,0.4596
180,new,True,False,False,12.3080,0.4659
180,new,True,False,False,12.5870,0.4556
183,new,True,False,False,15.5770,0.3526
183,new,True,False,False,15.4940,0.3545
183,new,True,False,False,15.3050,0.3588
183,new,True,False,False,15.4170,0.3562
183,new,True,False,False,11.9360,0.4601
186,new,True,False,False,12.0740,0.4911
186,new,True,False,False,12.0750,0.4911
186,new,True,False,False,11.9850,0.4948
186,new,True,False,False,11.9750,0.4952
186,new,True,False,False,11.7900,0.5000
189,new,True,False,False,10.0080,0.5000
189,new,True,False,False,10.0100,0.5000
189,new,True,False,False,10.1170,0.5000
189,new,True,False,False,10.1900,0.5000
189,new,True,False,False,10.1900,0.5000
192,new,True,False,False,27.2680,0.2055
192,new,True,False,False,25.8360,0.2169
192,new,False,True,False,12.6230,0.0000
192,new,True,False,False,21.0940,0.2657
192,new,True,False,False,67.3920,0.1250
195,new,True,False,False,10.4080,0.5000
195,new,True,False,False,10.9650,0.5000
195,new,True,False,False,12.5460,0.4411
195,new,True,False,False,13.2100,0.4189
195,new,True,False,False,11.8970,0.4651
198,new,True,False,False,10.5810,0.5000
198,new,True,False,False,10.6530,0.5000
198,new,True,False,False,10.5950,0.5000
198,new,True,False,False,10.3840,0.5000
198,new,True,False,False,10.5533,0.5000
201,new,True,False,False,11.4160,0.5000
201,new,True,False,False,11.3570,0.5000
201,new,True,False,False,11.3380,0.5000
201,new,True,False,False,11.3340,0.5000
201,new,True,False,False,11.6350,0.5000
204,new,True,False,False,13.5880,0.5000
204,new,True,False,False,13.3910,0.5000
204,new,True,False,False,13.3620,0.5000
204,new,True,False,False,13.6930,0.5000
204,new,True,False,False,13.3850,0.5000
207,new,False,True,False,9.6810,0.0000
207,new,False,True,False,9.7980,0.0000
207,new,False,True,False,14.5490,0.0000
207,new,True,False,False,32.6430,0.1661
207,new,True,False,False,25.0730,0.2163
210,new,True,False,False,11.5220,0.4547
210,new,True,False,False,11.1890,0.4682
210,new,True,False,False,11.3180,0.4629
210,new,True,False,False,11.4310,0.4583
210,new,True,False,False,11.4040,0.4594
213,new,True,False,False,10.5610,0.5000
213,new,True,False,False,10.6720,0.4988
213,new,True,False,False,13.8330,0.3848
213,new,True,False,False,10.6540,0.4996
213,new,True,False,False,10.5710,0.5000
216,new,True,False,False,26.0780,0.2168
216,new,False,True,False,5.8320,0.0000
216,new,True,False,False,15.9630,0.3541
216,new,True,False,False,14.8530,0.3806
216,new,True,False,False,13.4100,0.4215
219,new,False,True,False,9.2100,0.0000
219,new,True,False,False,14.6750,0.4182
219,new,True,False,False,15.1800,0.4043
219,new,True,False,False,23.8890,0.2569
219,new,True,False,False,14.9670,0.4101
222,new,True,False,False,12.5620,0.4340
222,new,True,False,False,12.3340,0.4421
222,new,False,True,False,6.6420,0.0000
222,new,True,False,False,12.0380,0.4529
222,new,True,False,False,12.4300,0.4387
225,new,True,False,False,11.4830,0.4682
225,new,True,False,False,11.4650,0.4689
225,new,True,False,False,11.5010,0.4674
225,new,True,False,False,11.3610,0.4732
225,new,True,False,False,11.5370,0.4660
228,new,True,False,False,12.6660,0.5000
228,new,True,False,False,12.7880,0.4957
228,new,True,False,False,17.0420,0.3720
228,new,True,False,False,12.5430,0.5000
228,new,True,False,False,12.7470,0.4973
231,new,True,False,False,11.5350,0.5000
231,new,True,False,False,11.5880,0.5000
231,new,True,False,False,11.5030,0.5000
231,new,True,False,False,11.3610,0.5000
231,new,True,False,False,11.2040,0.5000
234,new,True,False,False,11.4830,0.4678
234,new,True,False,False,11.5370,0.4656
234,new,True,False,False,11.6150,0.4625
234,new,True,False,False,11.6320,0.4618
234,new,True,False,False,11.3290,0.4742
237,new,True,False,False,11.2490,0.5000
237,new,True,False,False,11.1960,0.5000
237,new,True,False,False,11.0580,0.5000
237,new,True,False,False,10.9530,0.5000
237,new,True,False,False,11.1480,0.5000
240,new,True,False,False,13.0360,0.4914
240,new,True,False,False,12.4900,0.5000
240,new,True,False,False,12.8275,0.4963
240,new,True,False,False,12.8070,0.5000
240,new,True,False,False,12.9770,0.4937
243,new,False,True,False,7.5650,0.0000
243,new,True,False,False,16.3000,0.4164
243,new,True,False,False,15.6760,0.4330
243,new,True,False,False,14.1010,0.4813
243,new,True,False,False,16.4860,0.4117
246,new,True,False,False,12.1280,0.4506
246,new,True,False,False,11.9230,0.4584
246,new,True,False,False,11.8130,0.4627
246,new,True,False,False,11.9910,0.4558
246,new,True,False,False,11.9090,0.4589
249,new,True,False,False,11.4870,0.4901
249,new,True,False,False,11.5110,0.4891
249,new,True,False,False,11.3770,0.4949
249,new,True,False,False,11.5370,0.4880
249,new,True,False,False,11.4790,0.4905
252,new,True,False,False,9.0430,0.5000
252,new,True,False,False,9.4520,0.5000
252,new,True,False,False,9.4730,0.5000
252,new,True,False,False,9.0600,0.5000
252,new,True,False,False,9.1980,0.5000
255,new,True,False,False,13.7980,0.4157
255,new,True,False,False,13.7860,0.4161
255,new,True,False,False,13.7160,0.4182
255,new,True,False,False,13.7730,0.4165
255,new,True,False,False,13.8980,0.4127
258,new,True,False,False,9.8730,0.5000
258,new,True,False,False,9.5690,0.5000
258,new,True,False,False,9.8900,0.5000
258,new,True,False,False,9.7530,0.5000
258,new,True,False,False,10.0530,0.5000
261,orig,True,False,False,22.5380,0.2360
261,orig,False,True,False,5.9070,0.0000
261,orig,True,False,False,19.4480,0.2735
261,orig,False,True,False,4.6820,0.0000
261,orig,True,False,False,18.0120,0.2953
264,orig,True,False,False,12.0920,0.4980
264,orig,True,False,False,12.2150,0.4930
264,orig,True,False,False,12.5990,0.4780
264,orig,True,False,False,13.0200,0.4625
264,orig,True,False,False,12.4060,0.4854
267,orig,True,False,False,13.4640,0.4138
267,orig,True,False,False,13.7760,0.4045
267,orig,True,False,False,13.5590,0.4109
267,orig,True,False,False,13.7290,0.4059
267,orig,True,False,False,13.6620,0.4078
270,orig,True,False,False,12.5790,0.4698
270,orig,True,False,False,14.3310,0.4124
270,orig,True,False,False,13.2030,0.4476
270,orig,True,False,False,13.2880,0.4447
270,orig,True,False,False,13.8530,0.4266
273,orig,True,False,False,28.1110,0.2145
273,orig,True,False,False,26.9620,0.2236
273,orig,True,False,False,26.9160,0.2240
273,orig,False,True,False,15.3150,0.0000
273,orig,True,False,False,27.4940,0.2193
276,orig,True,False,False,16.0340,0.3949
276,orig,True,False,False,16.3490,0.3873
276,orig,False,True,False,14.4040,0.0000
276,orig,False,True,False,14.2990,0.0000
276,orig,False,True,False,13.7910,0.0000
279,orig,True,False,False,11.6700,0.5000
279,orig,True,False,False,11.5160,0.5000
279,orig,True,False,False,11.6240,0.5000
279,orig,True,False,False,11.6120,0.5000
279,orig,True,False,False,11.8070,0.5000
282,orig,False,True,False,15.1070,0.0000
282,orig,True,False,False,15.2330,0.4037
282,orig,False,True,False,28.0720,0.0000
282,orig,True,False,False,23.7280,0.2591
282,orig,False,True,False,32.1780,0.0000
285,orig,True,False,False,25.4360,0.2170
285,orig,True,False,False,25.1040,0.2199
285,orig,True,False,False,25.5350,0.2162
285,orig,True,False,False,25.5440,0.2161
285,orig,True,False,False,24.7910,0.2227
288,orig,False,True,False,5.0200,0.0000
288,orig,True,False,False,15.1330,0.4080
288,orig,False,True,False,7.0840,0.0000
288,orig,True,False,False,15.1040,0.4088
288,orig,False,True,False,10.3880,0.0000
291,orig,True,False,False,11.2640,0.5000
291,orig,True,False,False,9.4730,0.5000
291,orig,True,False,False,9.7140,0.5000
291,orig,True,False,False,9.9080,0.5000
291,orig,True,False,False,11.1550,0.5000
294,orig,True,False,False,15.9250,0.3663
294,orig,True,False,False,19.3660,0.3012
294,orig,True,False,False,15.8790,0.3674
294,orig,True,False,False,18.0060,0.3240
294,orig,True,False,False,14.5290,0.4015
297,orig,True,False,False,12.3740,0.4857
297,orig,True,False,False,12.5010,0.4807
297,orig,True,False,False,12.2840,0.4892
297,orig,True,False,False,12.4700,0.4819
297,orig,True,False,False,12.7120,0.4727
261,new,False,True,False,6.0860,0.0000
261,new,True,False,False,18.2050,0.2922
261,new,True,False,False,22.9550,0.2317
261,new,True,False,False,18.4130,0.2889
261,new,False,True,False,4.8900,0.0000
264,new,True,False,False,11.9870,0.5000
264,new,True,False,False,12.1090,0.4973
264,new,True,False,False,12.1020,0.4976
264,new,True,False,False,12.6040,0.4778
264,new,True,False,False,12.0860,0.4983
267,new,True,False,False,13.6600,0.4079
267,new,True,False,False,13.5740,0.4105
267,new,True,False,False,13.6430,0.4084
267,new,True,False,False,13.6360,0.4086
267,new,True,False,False,13.6400,0.4085
270,new,True,False,False,12.4040,0.4764
270,new,True,False,False,12.5060,0.4726
270,new,True,False,False,12.2810,0.4812
270,new,True,False,False,13.5450,0.4363
270,new,True,False,False,13.3370,0.4431
273,new,True,False,False,27.8230,0.2167
273,new,True,False,False,14.3210,0.4210
273,new,True,False,False,14.2260,0.4238
273,new,True,False,False,28.7520,0.2097
273,new,True,False,False,28.3860,0.2124
276,new,True,False,False,30.6910,0.2063
276,new,True,False,False,24.9890,0.2534
276,new,True,False,False,16.1460,0.3921
276,new,True,False,False,16.0430,0.3947
276,new,True,False,False,16.8420,0.3759
279,new,True,False,False,11.7140,0.5000
279,new,True,False,False,11.8260,0.5000
279,new,True,False,False,11.7100,0.5000
279,new,True,False,False,11.7470,0.5000
279,new,True,False,False,11.5530,0.5000
282,new,True,False,False,14.9760,0.4106
282,new,True,False,False,73.7810,0.1250
282,new,False,True,False,12.0030,0.0000
282,new,False,True,False,12.8300,0.0000
282,new,True,False,False,13.4410,0.4575
285,new,True,False,False,25.5640,0.2159
285,new,True,False,False,25.1240,0.2197
285,new,True,False,False,24.8790,0.2219
285,new,False,True,False,3.8620,0.0000
285,new,True,False,False,25.4370,0.2170
288,new,True,False,False,14.0270,0.4401
288,new,True,False,False,20.3310,0.3037
288,new,True,False,False,17.7300,0.3482
288,new,False,True,False,6.0760,0.0000
288,new,True,False,False,18.6490,0.3311
291,new,True,False,False,9.5780,0.5000
291,new,True,False,False,9.7510,0.5000
291,new,True,False,False,10.9810,0.5000
291,new,True,False,False,9.0920,0.5000
291,new,True,False,False,11.2860,0.5000
294,new,True,False,False,16.8370,0.3465
294,new,True,False,False,17.8040,0.3277
294,new,True,False,False,16.5530,0.3524
294,new,True,False,False,17.9810,0.3244
294,new,True,False,False,16.3270,0.3573
297,new,True,False,False,12.1860,0.4931
297,new,True,False,False,12.3990,0.4847
297,new,True,False,False,12.3980,0.4847
297,new,True,False,False,12.4890,0.4812
297,new,True,False,False,12.6290,0.4758
